"EUPH code",Name,English,Definition,Parent
1503,"Agriculture area actually irrigated","Agriculture area actually irrigated","FAOSTAT Item <q>Agriculture area actually irrigated (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1504,"Agriculture area certified organic","Agriculture area certified organic","FAOSTAT Item <q>Agriculture area certified organic (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1505,"Agriculture area under organic agric.","Agriculture area under organic agric.","FAOSTAT Item <q>Agriculture area under organic agric. (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1506,"Agriculture research spending","Agriculture research spending","FAOSTAT Item <q>Agriculture research spending (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1507,"Agriculture total","Agriculture total","FAOSTAT Item <q>Agriculture total (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1508,"Agriculture, Capital (Central Government)","Agriculture, Capital (Central Government)","FAOSTAT Item <q>Agriculture, Capital (Central Government) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1509,"Agriculture, Capital (General Government)","Agriculture, Capital (General Government)","FAOSTAT Item <q>Agriculture, Capital (General Government) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1510,"Agriculture, forestry, fishing (Central Government)","Agriculture, forestry, fishing (Central Government)","FAOSTAT Item <q>Agriculture, forestry, fishing (Central Government) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1511,"Agriculture, forestry, fishing (General Government)","Agriculture, forestry, fishing (General Government)","FAOSTAT Item <q>Agriculture, forestry, fishing (General Government) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1512,"Agriculture, forestry, fishing, Capital (Central Government)","Agriculture, forestry, fishing, Capital (Central Government)","FAOSTAT Item <q>Agriculture, forestry, fishing, Capital (Central Government) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1513,"Agriculture, forestry, fishing, Capital (General Government)","Agriculture, forestry, fishing, Capital (General Government)","FAOSTAT Item <q>Agriculture, forestry, fishing, Capital (General Government) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1514,"Agriculture, forestry, fishing, Recurrent (Central Government)","Agriculture, forestry, fishing, Recurrent (Central Government)","FAOSTAT Item <q>Agriculture, forestry, fishing, Recurrent (Central Government) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1515,"Agriculture, forestry, fishing, Recurrent (General Government)","Agriculture, forestry, fishing, Recurrent (General Government)","FAOSTAT Item <q>Agriculture, forestry, fishing, Recurrent (General Government) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1516,"Agriculture, Recurrent (Central Government)","Agriculture, Recurrent (Central Government)","FAOSTAT Item <q>Agriculture, Recurrent (Central Government) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1517,"Agriculture, Recurrent (General Government)","Agriculture, Recurrent (General Government)","FAOSTAT Item <q>Agriculture, Recurrent (General Government) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1518,Alachlor,Alachlor,"FAOSTAT Item <q>Alachlor (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1519,"Alcohol non food","Alcohol non food","FAOSTAT Item <q>Alcohol non food (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1520,"Alcohol, Non-Food","Alcohol, Non-Food","FAOSTAT Item <q>Alcohol, Non-Food (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1521,"Alcoholic Beverages","Alcoholic Beverages","FAOSTAT Item <q>Alcoholic Beverages (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1522,"Aldicarb, captafol & methamidophos","Aldicarb, captafol & methamidophos","FAOSTAT Item <q>Aldicarb, captafol & methamidophos (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1523,"Aldrin, Chlordane, Heptachlor","Aldrin, Chlordane, Heptachlor","FAOSTAT Item <q>Aldrin, Chlordane, Heptachlor (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1524,"Alfalfa meal and pellets","Alfalfa meal and pellets","FAOSTAT Item <q>Alfalfa meal and pellets (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1525,"All Animals","All Animals","FAOSTAT Item <q>All Animals (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1526,"All Crops","All Crops","FAOSTAT Item <q>All Crops (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1527,"All sectors with LULUCF","All sectors with LULUCF","FAOSTAT Item <q>All sectors with LULUCF (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1528,"All sectors without LULUCF","All sectors without LULUCF","FAOSTAT Item <q>All sectors without LULUCF (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1529,"Almonds shelled","Almonds shelled","FAOSTAT Item <q>Almonds shelled (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1530,"Almonds, with shell","Almonds, with shell","FAOSTAT Item <q>Almonds, with shell (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1531,Ammonia,Ammonia,"FAOSTAT Item <q>Ammonia (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1532,"Ammonia, anhydrous","Ammonia, anhydrous","FAOSTAT Item <q>Ammonia, anhydrous (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1533,"Ammonium nitrate (AN)","Ammonium nitrate (AN)","FAOSTAT Item <q>Ammonium nitrate (AN) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1534,"Ammonium Phosphat (P2o5)","Ammonium Phosphat (P2o5)","FAOSTAT Item <q>Ammonium Phosphat (P2o5) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1535,"Ammonium Phosphate (N)","Ammonium Phosphate (N)","FAOSTAT Item <q>Ammonium Phosphate (N) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1536,"Ammonium sulphate","Ammonium sulphate","FAOSTAT Item <q>Ammonium sulphate (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1537,"Ammonium SulphateNitrate","Ammonium SulphateNitrate","FAOSTAT Item <q>Ammonium SulphateNitrate (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1538,"Animal fats","Animal fats","FAOSTAT Item <q>Animal fats (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1539,"Animal Fats and Oils (excl. Butter)","Animal Fats and Oils (excl. Butter)","FAOSTAT Item <q>Animal Fats and Oils (excl. Butter) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1540,"Animal manure applied to soils","Animal manure applied to soils","FAOSTAT Item <q>Animal manure applied to soils (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1541,"Animal Oils and Fats","Animal Oils and Fats","FAOSTAT Item <q>Animal Oils and Fats (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1542,"Animal Products","Animal Products","FAOSTAT Item <q>Animal Products (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1543,"Animals live nes","Animals live nes","FAOSTAT Item <q>Animals live nes (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1544,"Animals, live, non-food","Animals, live, non-food","FAOSTAT Item <q>Animals, live, non-food (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1545,"Anise, badian, fennel, coriander","Anise, badian, fennel, coriander","FAOSTAT Item <q>Anise, badian, fennel, coriander (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1546,"Antimalarial insecticides","Antimalarial insecticides","FAOSTAT Item <q>Antimalarial insecticides (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1547,Apples,Apples,"FAOSTAT Item <q>Apples (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1548,"Apples and products","Apples and products","FAOSTAT Item <q>Apples and products (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1549,Apricots,Apricots,"FAOSTAT Item <q>Apricots (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1550,"Apricots, dry","Apricots, dry","FAOSTAT Item <q>Apricots, dry (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1551,"Aquatic Animals, Others","Aquatic Animals, Others","FAOSTAT Item <q>Aquatic Animals, Others (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1552,"Aquatic Plants","Aquatic Plants","FAOSTAT Item <q>Aquatic Plants (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1553,"Aquatic Products, Other","Aquatic Products, Other","FAOSTAT Item <q>Aquatic Products, Other (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1554,"Arable land","Arable land","FAOSTAT Item <q>Arable land (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1555,"Areca nuts","Areca nuts","FAOSTAT Item <q>Areca nuts (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1556,Artichokes,Artichokes,"FAOSTAT Item <q>Artichokes (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1557,"Artificial surfaces (including urban and associated areas)","Artificial surfaces (including urban and associated areas)","FAOSTAT Item <q>Artificial surfaces (including urban and associated areas) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1558,Asparagus,Asparagus,"FAOSTAT Item <q>Asparagus (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1559,Asses,Asses,"FAOSTAT Item <q>Asses (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1560,"Atmospheric Deposition","Atmospheric Deposition","FAOSTAT Item <q>Atmospheric Deposition (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1561,"Average dietary energy requirement (kcal/cap/day)","Average dietary energy requirement (kcal/cap/day)","FAOSTAT Item <q>Average dietary energy requirement (kcal/cap/day) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1562,"Average dietary energy supply adequacy (percent) (3-year average)","Average dietary energy supply adequacy (percent) (3-year average)","FAOSTAT Item <q>Average dietary energy supply adequacy (percent) (3-year average) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1563,"Average fat supply (g/cap/day) (3-year average)","Average fat supply (g/cap/day) (3-year average)","FAOSTAT Item <q>Average fat supply (g/cap/day) (3-year average) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1564,"Average protein supply (g/cap/day) (3-year average)","Average protein supply (g/cap/day) (3-year average)","FAOSTAT Item <q>Average protein supply (g/cap/day) (3-year average) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1565,"Average supply of protein of animal origin (g/cap/day) (3-year average)","Average supply of protein of animal origin (g/cap/day) (3-year average)","FAOSTAT Item <q>Average supply of protein of animal origin (g/cap/day) (3-year average) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1566,"Average value of food production (constant 2004-2006 I$/cap) (3-year average)","Average value of food production (constant 2004-2006 I$/cap) (3-year average)","FAOSTAT Item <q>Average value of food production (constant 2004-2006 I$/cap) (3-year average) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1567,Avocados,Avocados,"FAOSTAT Item <q>Avocados (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1568,Azinphos-methyl,Azinphos-methyl,"FAOSTAT Item <q>Azinphos-methyl (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1569,"Bacon and ham","Bacon and ham","FAOSTAT Item <q>Bacon and ham (FAOSTAT Item)</q> listed on page Definitions and standards",1088
1570,"Balers (straw and fodder balers including pick-up balers)","Balers (straw and fodder balers including pick-up balers)","FAOSTAT Item <q>Balers (straw and fodder balers including pick-up balers) (FAOSTAT Item)</q> listed on page Definitions and standards",1088
